Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0.5476190476190477,1.0,0.0,0.7158196134574087,0.5,0.0,0.25,0.0,0.3333333333333333,1.0,0.9142857142857143,0.6666666666666666,0.25,0.0,1.0,0.5,0.2624539231174302,0.6980525998795423,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.15,0.2222222222222222,0.0,0.29411764705882354
0.7380952380952381,0.0,0.5,0.12670007158196134,0.0,0.25,0.0,0.0,0.6666666666666666,0.0,0.44285714285714284,0.3333333333333333,0.25,0.125,0.3333333333333333,0.0,0.21700895208004212,0.916000803051596,0.1111111111111111,0.0,0.8571428571428571,1.0,1.0,0.3333333333333333,0.25,0.5,0.6666666666666666,0.25,0.3888888888888889,0.06666666666666667,0.4117647058823529
0.4523809523809524,1.0,0.0,0.9098067287043665,0.0,0.03571428571428571,0.25,0.8,1.0,0.0,0.8857142857142857,0.3333333333333333,0.0,0.25,0.6666666666666666,0.5,0.0569246972090574,0.012126079100582212,0.6666666666666666,1.0,0.2857142857142857,0.0,0.3333333333333333,0.0,0.175,0.5,0.6666666666666666,0.0,0.0,0.0,0.0
0.35714285714285715,0.0,0.5,0.9234073013600572,0.0,0.07142857142857142,0.75,0.0,1.0,1.0,0.37142857142857144,0.6666666666666666,0.0,0.125,0.6666666666666666,0.0,0.10005265929436545,0.845814093555511,0.1111111111111111,1.0,0.0,0.0,0.6666666666666666,0.0,0.2,0.5,0.6666666666666666,0.2,0.3888888888888889,0.2,0.0
0.21428571428571427,0.0,0.0,0.3500357909806729,0.0,0.03571428571428571,0.0,0.2,0.0,0.0,0.14285714285714285,0.6666666666666666,0.0,0.25,0.3333333333333333,0.0,0.1294892048446551,0.5837382051796828,1.0,0.0,0.07142857142857142,0.0,1.0,0.3333333333333333,0.15,0.5,0.6666666666666666,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941
0.3333333333333333,0.0,0.5,0.6463851109520401,0.0,0.03571428571428571,0.25,0.0,1.0,0.0,0.7,0.6666666666666666,0.0,0.25,1.0,0.5,0.10842548709847288,0.39229070467777555,0.0,0.0,0.14285714285714285,0.0,0.6666666666666666,0.0,0.2,0.3333333333333333,0.3333333333333333,0.175,0.3888888888888889,0.2,0.35294117647058826
0.9761904761904762,0.0,0.0,0.8747315676449535,0.0,0.07142857142857142,0.5,0.2,0.6666666666666666,1.0,0.7285714285714285,1.0,0.0,0.25,0.0,0.0,0.08746708794102159,0.31600080305159606,0.4444444444444444,1.0,0.6428571428571429,1.0,0.0,1.0,0.3,0.5,0.3333333333333333,0.025,0.0,0.0,0.0
0.2857142857142857,0.0,0.0,0.8990694345025053,0.0,0.8214285714285714,0.0,0.0,1.0,0.0,0.5285714285714286,0.6666666666666666,0.0,0.25,0.6666666666666666,1.0,0.08867825171142707,0.45135514956835976,0.1111111111111111,0.0,0.7857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.025,0.3333333333333333,0.6666666666666666,0.025,0.0,0.0,0.0
0.47619047619047616,0.0,0.5,0.0816034359341446,0.0,0.7857142857142857,0.5,0.0,1.0,0.0,0.2,0.3333333333333333,0.5,0.375,0.6666666666666666,0.5,0.4484992101105845,0.268741216623168,0.0,0.0,0.7142857142857143,1.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.6666666666666666,0.225,0.3888888888888889,0.06666666666666667,0.47058823529411764
0.42857142857142855,0.0,0.0,0.8568360773085183,0.0,0.9285714285714286,0.5,0.2,0.6666666666666666,0.0,0.9142857142857143,0.6666666666666666,0.25,0.5,0.6666666666666666,0.0,0.22264349657714586,0.5815298132905039,0.6666666666666666,0.0,0.14285714285714285,0.0,0.3333333333333333,0.6666666666666666,0.425,0.5,0.3333333333333333,0.175,0.3888888888888889,0.4666666666666667,0.4117647058823529
